,module name,input shape,output shape,params,memory(MB),MAdd,FLOPs,MemRead(B),MemWrite(B),duration(s),duration[%],MemR+W(B)
14,encoder_0.double_conv.conv_block_2.batch_norm.batch_norm_l2l,"[ 48,256,256]","[ 48,256,256]",96,12.00,"12,582,912","6,291,456",12583296,12582912,0.0033071041107177734,0.42%,25166208
15,encoder_0.double_conv.conv_block_2.act_fn.relu_h2h,"[ 16,512,512]","[ 16,512,512]",0,16.00,"4,194,304","4,194,304",16777216,16777216,0.0007889270782470703,0.10%,33554432
16,encoder_0.double_conv.conv_block_2.act_fn.relu_l2l,"[ 48,256,256]","[ 48,256,256]",0,12.00,"3,145,728","3,145,728",12582912,12582912,0.0005853176116943359,0.07%,25165824
17,encoder_1.downsample.avg_pool_h2h,"[ 16,512,512]","[ 16,256,256]",0,4.00,"4,194,304","4,194,304",16777216,4194304,0.0009925365447998047,0.13%,20971520
18,encoder_1.downsample.avg_pool_l2l,"[ 48,256,256]","[ 48,128,128]",0,3.00,"3,145,728","3,145,728",12582912,3145728,0.0008058547973632812,0.10%,15728640
19,encoder_1.double_conv.conv_block_1.conv.conv_h2h,"[ 16,256,256]","[ 32,256,256]",4640,8.00,"603,979,776","304,087,040",4212864,8388608,0.004391670227050781,0.56%,12601472
20,encoder_1.double_conv.conv_block_1.conv.conv_l2l,"[ 48,128,128]","[ 96,128,128]",41568,6.00,"1,358,954,496","681,050,112",3312000,6291456,0.005082845687866211,0.65%,9603456
21,encoder_1.double_conv.conv_block_1.conv.downsample_h2l,"[ 16,256,256]","[ 16,128,128]",0,1.00,"1,048,576","1,048,576",4194304,1048576,0.00032401084899902344,0.04%,5242880
22,encoder_1.double_conv.conv_block_1.conv.conv_h2l,"[ 16,128,128]","[ 96,128,128]",13920,6.00,"452,984,832","228,065,280",1104256,6291456,0.003384113311767578,0.43%,7395712
23,encoder_1.double_conv.conv_block_1.conv.conv_l2h,"[ 48,128,128]","[ 32,128,128]",13856,2.00,"452,984,832","227,016,704",3201152,2097152,0.0026946067810058594,0.34%,5298304
24,encoder_1.double_conv.conv_block_1.conv.upsample_l2h,"[ 32,128,128]","[ 32,256,256]",0,8.00,0,"65,536",0,0,0.011054515838623047,1.41%,0
25,encoder_1.double_conv.conv_block_1.batch_norm.batch_norm_h2h,"[ 32,256,256]","[ 32,256,256]",64,8.00,"8,388,608","4,194,304",8388864,8388608,0.002321958541870117,0.30%,16777472
26,encoder_1.double_conv.conv_block_1.batch_norm.batch_norm_l2l,"[ 96,128,128]","[ 96,128,128]",192,6.00,"6,291,456","3,145,728",6292224,6291456,0.001661539077758789,0.21%,12583680
27,encoder_1.double_conv.conv_block_1.act_fn.relu_h2h,"[ 32,256,256]","[ 32,256,256]",0,8.00,"2,097,152","2,097,152",8388608,8388608,0.0003025531768798828,0.04%,16777216
28,encoder_1.double_conv.conv_block_1.act_fn.relu_l2l,"[ 96,128,128]","[ 96,128,128]",0,6.00,"1,572,864","1,572,864",6291456,6291456,0.0002551078796386719,0.03%,12582912
29,encoder_1.double_conv.conv_block_2.conv.conv_h2h,"[ 32,256,256]","[ 32,256,256]",9248,8.00,"1,207,959,552","606,076,928",8425600,8388608,0.005640745162963867,0.72%,16814208
30,encoder_1.double_conv.conv_block_2.conv.conv_l2l,"[ 96,128,128]","[ 96,128,128]",83040,6.00,"2,717,908,992","1,360,527,360",6623616,6291456,0.008096456527709961,1.04%,12915072
31,encoder_1.double_conv.conv_block_2.conv.downsample_h2l,"[ 32,256,256]","[ 32,128,128]",0,2.00,"2,097,152","2,097,152",8388608,2097152,0.0004978179931640625,0.06%,10485760
32,encoder_1.double_conv.conv_block_2.conv.conv_h2l,"[ 32,128,128]","[ 96,128,128]",27744,6.00,"905,969,664","454,557,696",2208128,6291456,0.004178047180175781,0.53%,8499584
33,encoder_1.double_conv.conv_block_2.conv.conv_l2h,"[ 96,128,128]","[ 32,128,128]",27680,2.00,"905,969,664","453,509,120",6402176,2097152,0.0037457942962646484,0.48%,8499328
34,encoder_1.double_conv.conv_block_2.conv.upsample_l2h,"[ 32,128,128]","[ 32,256,256]",0,8.00,0,"65,536",0,0,0.01100778579711914,1.41%,0
35,encoder_1.double_conv.conv_block_2.batch_norm.batch_norm_h2h,"[ 32,256,256]","[ 32,256,256]",64,8.00,"8,388,608","4,194,304",8388864,8388608,0.0022585391998291016,0.29%,16777472
36,encoder_1.double_conv.conv_block_2.batch_norm.batch_norm_l2l,"[ 96,128,128]","[ 96,128,128]",192,6.00,"6,291,456","3,145,728",6292224,6291456,0.0016095638275146484,0.21%,12583680
37,encoder_1.double_conv.conv_block_2.act_fn.relu_h2h,"[ 32,256,256]","[ 32,256,256]",0,8.00,"2,097,152","2,097,152",8388608,8388608,0.0003440380096435547,0.04%,16777216
38,encoder_1.double_conv.conv_block_2.act_fn.relu_l2l,"[ 96,128,128]","[ 96,128,128]",0,6.00,"1,572,864","1,572,864",6291456,6291456,0.000286102294921875,0.04%,12582912
39,encoder_2.downsample.avg_pool_h2h,"[ 32,256,256]","[ 32,128,128]",0,2.00,"2,097,152","2,097,152",8388608,2097152,0.0005190372467041016,0.07%,10485760
40,encoder_2.downsample.avg_pool_l2l,"[ 96,128,128]","[ 96, 64, 64]",0,1.50,"1,572,864","1,572,864",6291456,1572864,0.0003147125244140625,0.04%,7864320
41,encoder_2.double_conv.conv_block_1.conv.conv_h2h,"[ 32,128,128]","[ 64,128,128]",18496,4.00,"603,979,776","303,038,464",2171136,4194304,0.003496408462524414,0.45%,6365440
42,encoder_2.double_conv.conv_block_1.conv.conv_l2l,"[ 96, 64, 64]","[192, 64, 64]",166080,3.00,"1,358,954,496","680,263,680",2237184,3145728,0.004370689392089844,0.56%,5382912
43,encoder_2.double_conv.conv_block_1.conv.downsample_h2l,"[ 32,128,128]","[ 32, 64, 64]",0,0.50,"524,288","524,288",2097152,524288,0.00016164779663085938,0.02%,2621440
44,encoder_2.double_conv.conv_block_1.conv.conv_h2l,"[ 32, 64, 64]","[192, 64, 64]",55488,3.00,"452,984,832","227,278,848",746240,3145728,0.002645730972290039,0.34%,3891968
45,encoder_2.double_conv.conv_block_1.conv.conv_l2h,"[ 96, 64, 64]","[ 64, 64, 64]",55360,1.00,"452,984,832","226,754,560",1794304,1048576,0.002328634262084961,0.30%,2842880
46,encoder_2.double_conv.conv_block_1.conv.upsample_l2h,"[ 64, 64, 64]","[ 64,128,128]",0,4.00,0,"16,384",0,0,0.00552678108215332,0.71%,0
47,encoder_2.double_conv.conv_block_1.batch_norm.batch_norm_h2h,"[ 64,128,128]","[ 64,128,128]",128,4.00,"4,194,304","2,097,152",4194816,4194304,0.001194000244140625,0.15%,8389120
48,encoder_2.double_conv.conv_block_1.batch_norm.batch_norm_l2l,"[192, 64, 64]","[192, 64, 64]",384,3.00,"3,145,728","1,572,864",3147264,3145728,0.0008475780487060547,0.11%,6292992
49,encoder_2.double_conv.conv_block_1.act_fn.relu_h2h,"[ 64,128,128]","[ 64,128,128]",0,4.00,"1,048,576","1,048,576",4194304,4194304,0.00017642974853515625,0.02%,8388608
50,encoder_2.double_conv.conv_block_1.act_fn.relu_l2l,"[192, 64, 64]","[192, 64, 64]",0,3.00,"786,432","786,432",3145728,3145728,0.00011992454528808594,0.02%,6291456
51,encoder_2.double_conv.conv_block_2.conv.conv_h2h,"[ 64,128,128]","[ 64,128,128]",36928,4.00,"1,207,959,552","605,028,352",4342016,4194304,0.004874706268310547,0.62%,8536320
52,encoder_2.double_conv.conv_block_2.conv.conv_l2l,"[192, 64, 64]","[192, 64, 64]",331968,3.00,"2,717,908,992","1,359,740,928",4473600,3145728,0.00707244873046875,0.90%,7619328
53,encoder_2.double_conv.conv_block_2.conv.downsample_h2l,"[ 64,128,128]","[ 64, 64, 64]",0,1.00,"1,048,576","1,048,576",4194304,1048576,0.0002918243408203125,0.04%,5242880
54,encoder_2.double_conv.conv_block_2.conv.conv_h2l,"[ 64, 64, 64]","[192, 64, 64]",110784,3.00,"905,969,664","453,771,264",1491712,3145728,0.0036039352416992188,0.46%,4637440
55,encoder_2.double_conv.conv_block_2.conv.conv_l2h,"[192, 64, 64]","[ 64, 64, 64]",110656,1.00,"905,969,664","453,246,976",3588352,1048576,0.003255128860473633,0.42%,4636928
56,encoder_2.double_conv.conv_block_2.conv.upsample_l2h,"[ 64, 64, 64]","[ 64,128,128]",0,4.00,0,"16,384",0,0,0.005513906478881836,0.70%,0
57,encoder_2.double_conv.conv_block_2.batch_norm.batch_norm_h2h,"[ 64,128,128]","[ 64,128,128]",128,4.00,"4,194,304","2,097,152",4194816,4194304,0.0011725425720214844,0.15%,8389120
58,encoder_2.double_conv.conv_block_2.batch_norm.batch_norm_l2l,"[192, 64, 64]","[192, 64, 64]",384,3.00,"3,145,728","1,572,864",3147264,3145728,0.0008490085601806641,0.11%,6292992
59,encoder_2.double_conv.conv_block_2.act_fn.relu_h2h,"[ 64,128,128]","[ 64,128,128]",0,4.00,"1,048,576","1,048,576",4194304,4194304,0.00017261505126953125,0.02%,8388608
60,encoder_2.double_conv.conv_block_2.act_fn.relu_l2l,"[192, 64, 64]","[192, 64, 64]",0,3.00,"786,432","786,432",3145728,3145728,0.00010704994201660156,0.01%,6291456
61,encoder_3.downsample.avg_pool_h2h,"[ 64,128,128]","[ 64, 64, 64]",0,1.00,"1,048,576","1,048,576",4194304,1048576,0.000274658203125,0.04%,5242880
62,encoder_3.downsample.avg_pool_l2l,"[192, 64, 64]","[192, 32, 32]",0,0.75,"786,432","786,432",3145728,786432,0.00018978118896484375,0.02%,3932160
63,encoder_3.double_conv.conv_block_1.conv.conv_h2h,"[ 64, 64, 64]","[128, 64, 64]",73856,2.00,"603,979,776","302,514,176",1344000,2097152,0.002752542495727539,0.35%,3441152
64,encoder_3.double_conv.conv_block_1.conv.conv_l2l,"[192, 32, 32]","[384, 32, 32]",663936,1.50,"1,358,954,496","679,870,464",3442176,1572864,0.0043315887451171875,0.55%,5015040
65,encoder_3.double_conv.conv_block_1.conv.downsample_h2l,"[ 64, 64, 64]","[ 64, 32, 32]",0,0.25,"262,144","262,144",1048576,262144,9.989738464355469e-05,0.01%,1310720
66,encoder_3.double_conv.conv_block_1.conv.conv_h2l,"[ 64, 32, 32]","[384, 32, 32]",221568,1.50,"452,984,832","226,885,632",1148416,1572864,0.0023751258850097656,0.30%,2721280
67,encoder_3.double_conv.conv_block_1.conv.conv_l2h,"[192, 32, 32]","[128, 32, 32]",221312,0.50,"452,984,832","226,623,488",1671680,524288,0.0022406578063964844,0.29%,2195968
68,encoder_3.double_conv.conv_block_1.conv.upsample_l2h,"[128, 32, 32]","[128, 64, 64]",0,2.00,0,"4,096",0,0,0.00323486328125,0.41%,0
69,encoder_3.double_conv.conv_block_1.batch_norm.batch_norm_h2h,"[128, 64, 64]","[128, 64, 64]",256,2.00,"2,097,152","1,048,576",2098176,2097152,0.0006885528564453125,0.09%,4195328
70,encoder_3.double_conv.conv_block_1.batch_norm.batch_norm_l2l,"[384, 32, 32]","[384, 32, 32]",768,1.50,"1,572,864","786,432",1575936,1572864,0.000457763671875,0.06%,3148800
71,encoder_3.double_conv.conv_block_1.act_fn.relu_h2h,"[128, 64, 64]","[128, 64, 64]",0,2.00,"524,288","524,288",2097152,2097152,0.0001251697540283203,0.02%,4194304
72,encoder_3.double_conv.conv_block_1.act_fn.relu_l2l,"[384, 32, 32]","[384, 32, 32]",0,1.50,"393,216","393,216",1572864,1572864,7.200241088867188e-05,0.01%,3145728
73,encoder_3.double_conv.conv_block_2.conv.conv_h2h,"[128, 64, 64]","[128, 64, 64]",147584,2.00,"1,207,959,552","604,504,064",2687488,2097152,0.003946781158447266,0.50%,4784640
74,encoder_3.double_conv.conv_block_2.conv.conv_l2l,"[384, 32, 32]","[384, 32, 32]",1327488,1.50,"2,717,908,992","1,359,347,712",6882816,1572864,0.007125139236450195,0.91%,8455680
75,encoder_3.double_conv.conv_block_2.conv.downsample_h2l,"[128, 64, 64]","[128, 32, 32]",0,0.50,"524,288","524,288",2097152,524288,0.0001423358917236328,0.02%,2621440
76,encoder_3.double_conv.conv_block_2.conv.conv_h2l,"[128, 32, 32]","[384, 32, 32]",442752,1.50,"905,969,664","453,378,048",2295296,1572864,0.0033283233642578125,0.43%,3868160
77,encoder_3.double_conv.conv_block_2.conv.conv_l2h,"[384, 32, 32]","[128, 32, 32]",442496,0.50,"905,969,664","453,115,904",3342848,524288,0.002985239028930664,0.38%,3867136
78,encoder_3.double_conv.conv_block_2.conv.upsample_l2h,"[128, 32, 32]","[128, 64, 64]",0,2.00,0,"4,096",0,0,0.003348112106323242,0.43%,0
79,encoder_3.double_conv.conv_block_2.batch_norm.batch_norm_h2h,"[128, 64, 64]","[128, 64, 64]",256,2.00,"2,097,152","1,048,576",2098176,2097152,0.0006656646728515625,0.09%,4195328
80,encoder_3.double_conv.conv_block_2.batch_norm.batch_norm_l2l,"[384, 32, 32]","[384, 32, 32]",768,1.50,"1,572,864","786,432",1575936,1572864,0.00044465065002441406,0.06%,3148800
81,encoder_3.double_conv.conv_block_2.act_fn.relu_h2h,"[128, 64, 64]","[128, 64, 64]",0,2.00,"524,288","524,288",2097152,2097152,0.00013566017150878906,0.02%,4194304
82,encoder_3.double_conv.conv_block_2.act_fn.relu_l2l,"[384, 32, 32]","[384, 32, 32]",0,1.50,"393,216","393,216",1572864,1572864,5.3882598876953125e-05,0.01%,3145728
83,encoder_4.downsample.avg_pool_h2h,"[128, 64, 64]","[128, 32, 32]",0,0.50,"524,288","524,288",2097152,524288,0.0001430511474609375,0.02%,2621440
84,encoder_4.downsample.avg_pool_l2l,"[384, 32, 32]","[384, 16, 16]",0,0.38,"393,216","393,216",1572864,393216,0.00010609626770019531,0.01%,1966080
85,encoder_4.double_conv.conv_block_1.conv.conv_h2h,"[128, 32, 32]","[128, 32, 32]",147584,0.50,"301,989,888","151,126,016",1114624,524288,0.0017299652099609375,0.22%,1638912
86,encoder_4.double_conv.conv_block_1.conv.conv_l2l,"[384, 16, 16]","[384, 16, 16]",1327488,0.38,"679,477,248","339,836,928",5703168,393216,0.002445697784423828,0.31%,6096384
87,encoder_4.double_conv.conv_block_1.conv.downsample_h2l,"[128, 32, 32]","[128, 16, 16]",0,0.12,"131,072","131,072",524288,131072,8.845329284667969e-05,0.01%,655360
88,encoder_4.double_conv.conv_block_1.conv.conv_h2l,"[128, 16, 16]","[384, 16, 16]",442752,0.38,"226,492,416","113,344,512",1902080,393216,0.0013995170593261719,0.18%,2295296
89,encoder_4.double_conv.conv_block_1.conv.conv_l2h,"[384, 16, 16]","[128, 16, 16]",442496,0.12,"226,492,416","113,278,976",2163200,131072,0.001455545425415039,0.19%,2294272
90,encoder_4.double_conv.conv_block_1.conv.upsample_l2h,"[128, 16, 16]","[128, 32, 32]",0,0.50,0,"1,024",0,0,0.0008618831634521484,0.11%,0
91,encoder_4.double_conv.conv_block_1.batch_norm.batch_norm_h2h,"[128, 32, 32]","[128, 32, 32]",256,0.50,"524,288","262,144",525312,524288,0.0001990795135498047,0.03%,1049600
92,encoder_4.double_conv.conv_block_1.batch_norm.batch_norm_l2l,"[384, 16, 16]","[384, 16, 16]",768,0.38,"393,216","196,608",396288,393216,0.00017523765563964844,0.02%,789504
93,encoder_4.double_conv.conv_block_1.act_fn.relu_h2h,"[128, 32, 32]","[128, 32, 32]",0,0.50,"131,072","131,072",524288,524288,4.863739013671875e-05,0.01%,1048576
94,encoder_4.double_conv.conv_block_1.act_fn.relu_l2l,"[384, 16, 16]","[384, 16, 16]",0,0.38,"98,304","98,304",393216,393216,3.2901763916015625e-05,0.00%,786432
95,encoder_4.double_conv.conv_block_2.conv.conv_h2h,"[128, 32, 32]","[128, 32, 32]",147584,0.50,"301,989,888","151,126,016",1114624,524288,0.0009648799896240234,0.12%,1638912
96,encoder_4.double_conv.conv_block_2.conv.conv_l2l,"[384, 16, 16]","[384, 16, 16]",1327488,0.38,"679,477,248","339,836,928",5703168,393216,0.0017557144165039062,0.22%,6096384
97,encoder_4.double_conv.conv_block_2.conv.downsample_h2l,"[128, 32, 32]","[128, 16, 16]",0,0.12,"131,072","131,072",524288,131072,8.440017700195312e-05,0.01%,655360
98,encoder_4.double_conv.conv_block_2.conv.conv_h2l,"[128, 16, 16]","[384, 16, 16]",442752,0.38,"226,492,416","113,344,512",1902080,393216,0.000774383544921875,0.10%,2295296
99,encoder_4.double_conv.conv_block_2.conv.conv_l2h,"[384, 16, 16]","[128, 16, 16]",442496,0.12,"226,492,416","113,278,976",2163200,131072,0.0007455348968505859,0.10%,2294272
100,encoder_4.double_conv.conv_block_2.conv.upsample_l2h,"[128, 16, 16]","[128, 32, 32]",0,0.50,0,"1,024",0,0,0.0009009838104248047,0.12%,0
101,encoder_4.double_conv.conv_block_2.batch_norm.batch_norm_h2h,"[128, 32, 32]","[128, 32, 32]",256,0.50,"524,288","262,144",525312,524288,0.00020051002502441406,0.03%,1049600
102,encoder_4.double_conv.conv_block_2.batch_norm.batch_norm_l2l,"[384, 16, 16]","[384, 16, 16]",768,0.38,"393,216","196,608",396288,393216,0.00016760826110839844,0.02%,789504
103,encoder_4.double_conv.conv_block_2.act_fn.relu_h2h,"[128, 32, 32]","[128, 32, 32]",0,0.50,"131,072","131,072",524288,524288,4.76837158203125e-05,0.01%,1048576
104,encoder_4.double_conv.conv_block_2.act_fn.relu_l2l,"[384, 16, 16]","[384, 16, 16]",0,0.38,"98,304","98,304",393216,393216,3.838539123535156e-05,0.00%,786432
105,decoder_4.upsample.conv_transp.conv_transposed_h2h,"[128, 32, 32]","[128, 64, 64]",147584,2.00,"301,989,888","151,126,016",1114624,2097152,0.005930185317993164,0.76%,3211776
