,module name,input shape,output shape,params,memory(MB),MAdd,FLOPs,MemRead(B),MemWrite(B),duration(s),duration[%],MemR+W(B)
19,encoder_1.double_conv.conv_block_1.conv.conv_h2h,"[ 48,256,256]","[ 96,256,256]",41568,24.00,"5,435,817,984","2,724,200,448",12749184,25165824,0.021088600158691406,1.24%,37915008
20,encoder_1.double_conv.conv_block_1.conv.conv_l2l,"[ 16,128,128]","[ 32,128,128]",4640,2.00,"150,994,944","76,021,760",1067136,2097152,0.0020990371704101562,0.12%,3164288
21,encoder_1.double_conv.conv_block_1.conv.downsample_h2l,"[ 48,256,256]","[ 48,128,128]",0,3.00,"3,145,728","3,145,728",12582912,3145728,0.001001119613647461,0.06%,15728640
22,encoder_1.double_conv.conv_block_1.conv.conv_h2l,"[ 48,128,128]","[ 32,128,128]",13856,2.00,"452,984,832","227,016,704",3201152,2097152,0.0031087398529052734,0.18%,5298304
23,encoder_1.double_conv.conv_block_1.conv.conv_l2h,"[ 16,128,128]","[ 96,128,128]",13920,6.00,"452,984,832","228,065,280",1104256,6291456,0.0034542083740234375,0.20%,7395712
24,encoder_1.double_conv.conv_block_1.conv.upsample_l2h,"[ 96,128,128]","[ 96,256,256]",0,24.00,0,"65,536",0,0,0.03706169128417969,2.18%,0
25,encoder_1.double_conv.conv_block_1.batch_norm.batch_norm_h2h,"[ 96,256,256]","[ 96,256,256]",192,24.00,"25,165,824","12,582,912",25166592,25165824,0.006504535675048828,0.38%,50332416
26,encoder_1.double_conv.conv_block_1.batch_norm.batch_norm_l2l,"[ 32,128,128]","[ 32,128,128]",64,2.00,"2,097,152","1,048,576",2097408,2097152,0.0006144046783447266,0.04%,4194560
27,encoder_1.double_conv.conv_block_1.act_fn.relu_h2h,"[ 96,256,256]","[ 96,256,256]",0,24.00,"6,291,456","6,291,456",25165824,25165824,0.002025127410888672,0.12%,50331648
28,encoder_1.double_conv.conv_block_1.act_fn.relu_l2l,"[ 32,128,128]","[ 32,128,128]",0,2.00,"524,288","524,288",2097152,2097152,0.0001220703125,0.01%,4194304
29,encoder_1.double_conv.conv_block_2.conv.conv_h2h,"[ 96,256,256]","[ 96,256,256]",83040,24.00,"10,871,635,968","5,442,109,440",25497984,25165824,0.03027510643005371,1.78%,50663808
30,encoder_1.double_conv.conv_block_2.conv.conv_l2l,"[ 32,128,128]","[ 32,128,128]",9248,2.00,"301,989,888","151,519,232",2134144,2097152,0.0022411346435546875,0.13%,4231296
31,encoder_1.double_conv.conv_block_2.conv.downsample_h2l,"[ 96,256,256]","[ 96,128,128]",0,6.00,"6,291,456","6,291,456",25165824,6291456,0.0013039112091064453,0.08%,31457280
32,encoder_1.double_conv.conv_block_2.conv.conv_h2l,"[ 96,128,128]","[ 32,128,128]",27680,2.00,"905,969,664","453,509,120",6402176,2097152,0.0036935806274414062,0.22%,8499328
33,encoder_1.double_conv.conv_block_2.conv.conv_l2h,"[ 32,128,128]","[ 96,128,128]",27744,6.00,"905,969,664","454,557,696",2208128,6291456,0.004038810729980469,0.24%,8499584
34,encoder_1.double_conv.conv_block_2.conv.upsample_l2h,"[ 96,128,128]","[ 96,256,256]",0,24.00,0,"65,536",0,0,0.03728675842285156,2.19%,0
35,encoder_1.double_conv.conv_block_2.batch_norm.batch_norm_h2h,"[ 96,256,256]","[ 96,256,256]",192,24.00,"25,165,824","12,582,912",25166592,25165824,0.006636142730712891,0.39%,50332416
36,encoder_1.double_conv.conv_block_2.batch_norm.batch_norm_l2l,"[ 32,128,128]","[ 32,128,128]",64,2.00,"2,097,152","1,048,576",2097408,2097152,0.0006494522094726562,0.04%,4194560
37,encoder_1.double_conv.conv_block_2.act_fn.relu_h2h,"[ 96,256,256]","[ 96,256,256]",0,24.00,"6,291,456","6,291,456",25165824,25165824,0.0011532306671142578,0.07%,50331648
38,encoder_1.double_conv.conv_block_2.act_fn.relu_l2l,"[ 32,128,128]","[ 32,128,128]",0,2.00,"524,288","524,288",2097152,2097152,0.000133514404296875,0.01%,4194304
39,encoder_2.downsample.avg_pool_h2h,"[ 96,256,256]","[ 96,128,128]",0,6.00,"6,291,456","6,291,456",25165824,6291456,0.001348733901977539,0.08%,31457280
40,encoder_2.downsample.avg_pool_l2l,"[ 32,128,128]","[ 32, 64, 64]",0,0.50,"524,288","524,288",2097152,524288,0.00016427040100097656,0.01%,2621440
41,encoder_2.double_conv.conv_block_1.conv.conv_h2h,"[ 96,128,128]","[192,128,128]",166080,12.00,"5,435,817,984","2,721,054,720",6955776,12582912,0.014785528182983398,0.87%,19538688
42,encoder_2.double_conv.conv_block_1.conv.conv_l2l,"[ 32, 64, 64]","[ 64, 64, 64]",18496,1.00,"150,994,944","75,759,616",598272,1048576,0.0016012191772460938,0.09%,1646848
43,encoder_2.double_conv.conv_block_1.conv.downsample_h2l,"[ 96,128,128]","[ 96, 64, 64]",0,1.50,"1,572,864","1,572,864",6291456,1572864,0.00038743019104003906,0.02%,7864320
44,encoder_2.double_conv.conv_block_1.conv.conv_h2l,"[ 96, 64, 64]","[ 64, 64, 64]",55360,1.00,"452,984,832","226,754,560",1794304,1048576,0.0024857521057128906,0.15%,2842880
45,encoder_2.double_conv.conv_block_1.conv.conv_l2h,"[ 32, 64, 64]","[192, 64, 64]",55488,3.00,"452,984,832","227,278,848",746240,3145728,0.0023870468139648438,0.14%,3891968
46,encoder_2.double_conv.conv_block_1.conv.upsample_l2h,"[192, 64, 64]","[192,128,128]",0,12.00,0,"16,384",0,0,0.02227044105529785,1.31%,0
47,encoder_2.double_conv.conv_block_1.batch_norm.batch_norm_h2h,"[192,128,128]","[192,128,128]",384,12.00,"12,582,912","6,291,456",12584448,12582912,0.003449678421020508,0.20%,25167360
48,encoder_2.double_conv.conv_block_1.batch_norm.batch_norm_l2l,"[ 64, 64, 64]","[ 64, 64, 64]",128,1.00,"1,048,576","524,288",1049088,1048576,0.0003495216369628906,0.02%,2097664
49,encoder_2.double_conv.conv_block_1.act_fn.relu_h2h,"[192,128,128]","[192,128,128]",0,12.00,"3,145,728","3,145,728",12582912,12582912,0.0004978179931640625,0.03%,25165824
50,encoder_2.double_conv.conv_block_1.act_fn.relu_l2l,"[ 64, 64, 64]","[ 64, 64, 64]",0,1.00,"262,144","262,144",1048576,1048576,0.00010085105895996094,0.01%,2097152
51,encoder_2.double_conv.conv_block_2.conv.conv_h2h,"[192,128,128]","[192,128,128]",331968,12.00,"10,871,635,968","5,438,963,712",13910784,12582912,0.02575993537902832,1.51%,26493696
52,encoder_2.double_conv.conv_block_2.conv.conv_l2l,"[ 64, 64, 64]","[ 64, 64, 64]",36928,1.00,"301,989,888","151,257,088",1196288,1048576,0.0019707679748535156,0.12%,2244864
53,encoder_2.double_conv.conv_block_2.conv.downsample_h2l,"[192,128,128]","[192, 64, 64]",0,3.00,"3,145,728","3,145,728",12582912,3145728,0.0006604194641113281,0.04%,15728640
54,encoder_2.double_conv.conv_block_2.conv.conv_h2l,"[192, 64, 64]","[ 64, 64, 64]",110656,1.00,"905,969,664","453,246,976",3588352,1048576,0.00325775146484375,0.19%,4636928
55,encoder_2.double_conv.conv_block_2.conv.conv_l2h,"[ 64, 64, 64]","[192, 64, 64]",110784,3.00,"905,969,664","453,771,264",1491712,3145728,0.0031113624572753906,0.18%,4637440
56,encoder_2.double_conv.conv_block_2.conv.upsample_l2h,"[192, 64, 64]","[192,128,128]",0,12.00,0,"16,384",0,0,0.02138066291809082,1.26%,0
57,encoder_2.double_conv.conv_block_2.batch_norm.batch_norm_h2h,"[192,128,128]","[192,128,128]",384,12.00,"12,582,912","6,291,456",12584448,12582912,0.003489255905151367,0.21%,25167360
58,encoder_2.double_conv.conv_block_2.batch_norm.batch_norm_l2l,"[ 64, 64, 64]","[ 64, 64, 64]",128,1.00,"1,048,576","524,288",1049088,1048576,0.0003559589385986328,0.02%,2097664
59,encoder_2.double_conv.conv_block_2.act_fn.relu_h2h,"[192,128,128]","[192,128,128]",0,12.00,"3,145,728","3,145,728",12582912,12582912,0.0004985332489013672,0.03%,25165824
60,encoder_2.double_conv.conv_block_2.act_fn.relu_l2l,"[ 64, 64, 64]","[ 64, 64, 64]",0,1.00,"262,144","262,144",1048576,1048576,7.271766662597656e-05,0.00%,2097152
61,encoder_3.downsample.avg_pool_h2h,"[192,128,128]","[192, 64, 64]",0,3.00,"3,145,728","3,145,728",12582912,3145728,0.0006844997406005859,0.04%,15728640
62,encoder_3.downsample.avg_pool_l2l,"[ 64, 64, 64]","[ 64, 32, 32]",0,0.25,"262,144","262,144",1048576,262144,8.726119995117188e-05,0.01%,1310720
63,encoder_3.double_conv.conv_block_1.conv.conv_h2h,"[192, 64, 64]","[384, 64, 64]",663936,6.00,"5,435,817,984","2,719,481,856",5801472,6291456,0.013162851333618164,0.77%,12092928
64,encoder_3.double_conv.conv_block_1.conv.conv_l2l,"[ 64, 32, 32]","[128, 32, 32]",73856,0.50,"150,994,944","75,628,544",557568,524288,0.001298666000366211,0.08%,1081856
65,encoder_3.double_conv.conv_block_1.conv.downsample_h2l,"[192, 64, 64]","[192, 32, 32]",0,0.75,"786,432","786,432",3145728,786432,0.00020837783813476562,0.01%,3932160
66,encoder_3.double_conv.conv_block_1.conv.conv_h2l,"[192, 32, 32]","[128, 32, 32]",221312,0.50,"452,984,832","226,623,488",1671680,524288,0.002099752426147461,0.12%,2195968
67,encoder_3.double_conv.conv_block_1.conv.conv_l2h,"[ 64, 32, 32]","[384, 32, 32]",221568,1.50,"452,984,832","226,885,632",1148416,1572864,0.002487659454345703,0.15%,2721280
68,encoder_3.double_conv.conv_block_1.conv.upsample_l2h,"[384, 32, 32]","[384, 64, 64]",0,6.00,0,"4,096",0,0,0.015511274337768555,0.91%,0
69,encoder_3.double_conv.conv_block_1.batch_norm.batch_norm_h2h,"[384, 64, 64]","[384, 64, 64]",768,6.00,"6,291,456","3,145,728",6294528,6291456,0.0017387866973876953,0.10%,12585984
70,encoder_3.double_conv.conv_block_1.batch_norm.batch_norm_l2l,"[128, 32, 32]","[128, 32, 32]",256,0.50,"524,288","262,144",525312,524288,0.0002071857452392578,0.01%,1049600
71,encoder_3.double_conv.conv_block_1.act_fn.relu_h2h,"[384, 64, 64]","[384, 64, 64]",0,6.00,"1,572,864","1,572,864",6291456,6291456,0.00019025802612304688,0.01%,12582912
72,encoder_3.double_conv.conv_block_1.act_fn.relu_l2l,"[128, 32, 32]","[128, 32, 32]",0,0.50,"131,072","131,072",524288,524288,5.555152893066406e-05,0.00%,1048576
73,encoder_3.double_conv.conv_block_2.conv.conv_h2h,"[384, 64, 64]","[384, 64, 64]",1327488,6.00,"10,871,635,968","5,437,390,848",11601408,6291456,0.024358749389648438,1.43%,17892864
74,encoder_3.double_conv.conv_block_2.conv.conv_l2l,"[128, 32, 32]","[128, 32, 32]",147584,0.50,"301,989,888","151,126,016",1114624,524288,0.0017719268798828125,0.10%,1638912
75,encoder_3.double_conv.conv_block_2.conv.downsample_h2l,"[384, 64, 64]","[384, 32, 32]",0,1.50,"1,572,864","1,572,864",6291456,1572864,0.0003495216369628906,0.02%,7864320
76,encoder_3.double_conv.conv_block_2.conv.conv_h2l,"[384, 32, 32]","[128, 32, 32]",442496,0.50,"905,969,664","453,115,904",3342848,524288,0.002900362014770508,0.17%,3867136
77,encoder_3.double_conv.conv_block_2.conv.conv_l2h,"[128, 32, 32]","[384, 32, 32]",442752,1.50,"905,969,664","453,378,048",2295296,1572864,0.003257274627685547,0.19%,3868160
78,encoder_3.double_conv.conv_block_2.conv.upsample_l2h,"[384, 32, 32]","[384, 64, 64]",0,6.00,0,"4,096",0,0,0.015072345733642578,0.89%,0
79,encoder_3.double_conv.conv_block_2.batch_norm.batch_norm_h2h,"[384, 64, 64]","[384, 64, 64]",768,6.00,"6,291,456","3,145,728",6294528,6291456,0.0016939640045166016,0.10%,12585984
80,encoder_3.double_conv.conv_block_2.batch_norm.batch_norm_l2l,"[128, 32, 32]","[128, 32, 32]",256,0.50,"524,288","262,144",525312,524288,0.0001995563507080078,0.01%,1049600
81,encoder_3.double_conv.conv_block_2.act_fn.relu_h2h,"[384, 64, 64]","[384, 64, 64]",0,6.00,"1,572,864","1,572,864",6291456,6291456,0.0001914501190185547,0.01%,12582912
82,encoder_3.double_conv.conv_block_2.act_fn.relu_l2l,"[128, 32, 32]","[128, 32, 32]",0,0.50,"131,072","131,072",524288,524288,4.3392181396484375e-05,0.00%,1048576
83,encoder_4.downsample.avg_pool_h2h,"[384, 64, 64]","[384, 32, 32]",0,1.50,"1,572,864","1,572,864",6291456,1572864,0.0003867149353027344,0.02%,7864320
84,encoder_4.downsample.avg_pool_l2l,"[128, 32, 32]","[128, 16, 16]",0,0.12,"131,072","131,072",524288,131072,5.888938903808594e-05,0.00%,655360
85,encoder_4.double_conv.conv_block_1.conv.conv_h2h,"[384, 32, 32]","[384, 32, 32]",1327488,1.50,"2,717,908,992","1,359,347,712",6882816,1572864,0.0071010589599609375,0.42%,8455680
86,encoder_4.double_conv.conv_block_1.conv.conv_l2l,"[128, 16, 16]","[128, 16, 16]",147584,0.12,"75,497,472","37,781,504",721408,131072,0.0008499622344970703,0.05%,852480
87,encoder_4.double_conv.conv_block_1.conv.downsample_h2l,"[384, 32, 32]","[384, 16, 16]",0,0.38,"393,216","393,216",1572864,393216,0.00012612342834472656,0.01%,1966080
88,encoder_4.double_conv.conv_block_1.conv.conv_h2l,"[384, 16, 16]","[128, 16, 16]",442496,0.12,"226,492,416","113,278,976",2163200,131072,0.0014605522155761719,0.09%,2294272
89,encoder_4.double_conv.conv_block_1.conv.conv_l2h,"[128, 16, 16]","[384, 16, 16]",442752,0.38,"226,492,416","113,344,512",1902080,393216,0.0016338825225830078,0.10%,2295296
90,encoder_4.double_conv.conv_block_1.conv.upsample_l2h,"[384, 16, 16]","[384, 32, 32]",0,1.50,0,"1,024",0,0,0.0028014183044433594,0.16%,0
91,encoder_4.double_conv.conv_block_1.batch_norm.batch_norm_h2h,"[384, 32, 32]","[384, 32, 32]",768,1.50,"1,572,864","786,432",1575936,1572864,0.0005109310150146484,0.03%,3148800
92,encoder_4.double_conv.conv_block_1.batch_norm.batch_norm_l2l,"[128, 16, 16]","[128, 16, 16]",256,0.12,"131,072","65,536",132096,131072,9.012222290039062e-05,0.01%,263168
93,encoder_4.double_conv.conv_block_1.act_fn.relu_h2h,"[384, 32, 32]","[384, 32, 32]",0,1.50,"393,216","393,216",1572864,1572864,8.797645568847656e-05,0.01%,3145728
94,encoder_4.double_conv.conv_block_1.act_fn.relu_l2l,"[128, 16, 16]","[128, 16, 16]",0,0.12,"32,768","32,768",131072,131072,3.504753112792969e-05,0.00%,262144
95,encoder_4.double_conv.conv_block_2.conv.conv_h2h,"[384, 32, 32]","[384, 32, 32]",1327488,1.50,"2,717,908,992","1,359,347,712",6882816,1572864,0.005981922149658203,0.35%,8455680
96,encoder_4.double_conv.conv_block_2.conv.conv_l2l,"[128, 16, 16]","[128, 16, 16]",147584,0.12,"75,497,472","37,781,504",721408,131072,0.0006554126739501953,0.04%,852480
97,encoder_4.double_conv.conv_block_2.conv.downsample_h2l,"[384, 32, 32]","[384, 16, 16]",0,0.38,"393,216","393,216",1572864,393216,0.00013399124145507812,0.01%,1966080
98,encoder_4.double_conv.conv_block_2.conv.conv_h2l,"[384, 16, 16]","[128, 16, 16]",442496,0.12,"226,492,416","113,278,976",2163200,131072,0.0007467269897460938,0.04%,2294272
99,encoder_4.double_conv.conv_block_2.conv.conv_l2h,"[128, 16, 16]","[384, 16, 16]",442752,0.38,"226,492,416","113,344,512",1902080,393216,0.0006885528564453125,0.04%,2295296
100,encoder_4.double_conv.conv_block_2.conv.upsample_l2h,"[384, 16, 16]","[384, 32, 32]",0,1.50,0,"1,024",0,0,0.0028204917907714844,0.17%,0
101,encoder_4.double_conv.conv_block_2.batch_norm.batch_norm_h2h,"[384, 32, 32]","[384, 32, 32]",768,1.50,"1,572,864","786,432",1575936,1572864,0.0005331039428710938,0.03%,3148800
102,encoder_4.double_conv.conv_block_2.batch_norm.batch_norm_l2l,"[128, 16, 16]","[128, 16, 16]",256,0.12,"131,072","65,536",132096,131072,8.988380432128906e-05,0.01%,263168
103,encoder_4.double_conv.conv_block_2.act_fn.relu_h2h,"[384, 32, 32]","[384, 32, 32]",0,1.50,"393,216","393,216",1572864,1572864,5.7697296142578125e-05,0.00%,3145728
104,encoder_4.double_conv.conv_block_2.act_fn.relu_l2l,"[128, 16, 16]","[128, 16, 16]",0,0.12,"32,768","32,768",131072,131072,3.2901763916015625e-05,0.00%,262144
105,decoder_4.upsample.conv_transp.conv_transposed_h2h,"[384, 32, 32]","[384, 64, 64]",1327488,6.00,"2,717,908,992","1,359,347,712",6882816,6291456,0.02069234848022461,1.22%,13174272
106,decoder_4.upsample.conv_transp.conv_transposed_l2l,"[128, 16, 16]","[128, 32, 32]",147584,0.50,"75,497,472","37,781,504",721408,524288,0.002559661865234375,0.15%,1245696
107,decoder_4.upsample.conv_transp.conv_transposed_h2l,"[384, 16, 16]","[128, 32, 32]",442496,0.50,"226,492,416","113,278,976",2163200,524288,0.004621982574462891,0.27%,2687488
108,decoder_4.upsample.conv_transp.conv_transposed_l2h,"[128, 16, 16]","[384, 32, 32]",442752,1.50,"226,492,416","113,344,512",1902080,1572864,0.003049612045288086,0.18%,3474944
109,decoder_4.upsample.batch_norm.batch_norm_h2h,"[384, 64, 64]","[384, 64, 64]",768,6.00,"6,291,456","3,145,728",6294528,6291456,0.001829385757446289,0.11%,12585984
110,decoder_4.upsample.batch_norm.batch_norm_l2l,"[128, 32, 32]","[128, 32, 32]",256,0.50,"524,288","262,144",525312,524288,0.00020813941955566406,0.01%,1049600
111,decoder_4.upsample.act_fn.relu_h2h,"[384, 64, 64]","[384, 64, 64]",0,6.00,"1,572,864","1,572,864",6291456,6291456,0.001493692398071289,0.09%,12582912
112,decoder_4.upsample.act_fn.relu_l2l,"[128, 32, 32]","[128, 32, 32]",0,0.50,"131,072","131,072",524288,524288,5.1021575927734375e-05,0.00%,1048576
113,decoder_4.oct_concat.concat,"[128, 32, 32]","[256, 32, 32]",0,1.00,0,0,0,0,0.00030112266540527344,0.02%,0
114,decoder_4.double_conv.conv_block_1.conv.conv_h2h,"[768, 64, 64]","[192, 64, 64]",1327296,3.00,"10,871,635,968","5,436,604,416",17892096,3145728,0.02369379997253418,1.39%,21037824
115,decoder_4.double_conv.conv_block_1.conv.conv_l2l,"[256, 32, 32]","[ 64, 32, 32]",147520,0.25,"301,989,888","151,060,480",1638656,262144,0.0015845298767089844,0.09%,1900800
116,decoder_4.double_conv.conv_block_1.conv.downsample_h2l,"[768, 64, 64]","[768, 32, 32]",0,3.00,"3,145,728","3,145,728",12582912,3145728,0.0008015632629394531,0.05%,15728640
117,decoder_4.double_conv.conv_block_1.conv.conv_h2l,"[768, 32, 32]","[ 64, 32, 32]",442432,0.25,"905,969,664","453,050,368",4915456,262144,0.003305196762084961,0.19%,5177600
118,decoder_4.double_conv.conv_block_1.conv.conv_l2h,"[256, 32, 32]","[192, 32, 32]",442560,0.75,"905,969,664","453,181,440",2818816,786432,0.0032377243041992188,0.19%,3605248
119,decoder_4.double_conv.conv_block_1.conv.upsample_l2h,"[192, 32, 32]","[192, 64, 64]",0,3.00,0,"4,096",0,0,0.006621360778808594,0.39%,0
120,decoder_4.double_conv.conv_block_1.batch_norm.batch_norm_h2h,"[192, 64, 64]","[192, 64, 64]",384,3.00,"3,145,728","1,572,864",3147264,3145728,0.0024166107177734375,0.14%,6292992
121,decoder_4.double_conv.conv_block_1.batch_norm.batch_norm_l2l,"[ 64, 32, 32]","[ 64, 32, 32]",128,0.25,"262,144","131,072",262656,262144,0.00012445449829101562,0.01%,524800
122,decoder_4.double_conv.conv_block_1.act_fn.relu_h2h,"[192, 64, 64]","[192, 64, 64]",0,3.00,"786,432","786,432",3145728,3145728,0.000408172607421875,0.02%,6291456
123,decoder_4.double_conv.conv_block_1.act_fn.relu_l2l,"[ 64, 32, 32]","[ 64, 32, 32]",0,0.25,"65,536","65,536",262144,262144,4.267692565917969e-05,0.00%,524288
124,decoder_4.double_conv.conv_block_2.conv.conv_h2h,"[192, 64, 64]","[192, 64, 64]",331968,3.00,"2,717,908,992","1,359,740,928",4473600,3145728,0.007302045822143555,0.43%,7619328
125,decoder_4.double_conv.conv_block_2.conv.conv_l2l,"[ 64, 32, 32]","[ 64, 32, 32]",36928,0.25,"75,497,472","37,814,272",409856,262144,0.001056671142578125,0.06%,672000
126,decoder_4.double_conv.conv_block_2.conv.downsample_h2l,"[192, 64, 64]","[192, 32, 32]",0,0.75,"786,432","786,432",3145728,786432,0.0001971721649169922,0.01%,3932160
127,decoder_4.double_conv.conv_block_2.conv.conv_h2l,"[192, 32, 32]","[ 64, 32, 32]",110656,0.25,"226,492,416","113,311,744",1229056,262144,0.0013120174407958984,0.08%,1491200
128,decoder_4.double_conv.conv_block_2.conv.conv_l2h,"[ 64, 32, 32]","[192, 32, 32]",110784,0.75,"226,492,416","113,442,816",705280,786432,0.0015060901641845703,0.09%,1491712
129,decoder_4.double_conv.conv_block_2.conv.upsample_l2h,"[192, 32, 32]","[192, 64, 64]",0,3.00,0,"4,096",0,0,0.005144596099853516,0.30%,0
130,decoder_4.double_conv.conv_block_2.batch_norm.batch_norm_h2h,"[192, 64, 64]","[192, 64, 64]",384,3.00,"3,145,728","1,572,864",3147264,3145728,0.002428293228149414,0.14%,6292992
131,decoder_4.double_conv.conv_block_2.batch_norm.batch_norm_l2l,"[ 64, 32, 32]","[ 64, 32, 32]",128,0.25,"262,144","131,072",262656,262144,0.0001308917999267578,0.01%,524800
132,decoder_4.double_conv.conv_block_2.act_fn.relu_h2h,"[192, 64, 64]","[192, 64, 64]",0,3.00,"786,432","786,432",3145728,3145728,0.0004439353942871094,0.03%,6291456
133,decoder_4.double_conv.conv_block_2.act_fn.relu_l2l,"[ 64, 32, 32]","[ 64, 32, 32]",0,0.25,"65,536","65,536",262144,262144,4.506111145019531e-05,0.00%,524288
134,decoder_3.upsample.conv_transp.conv_transposed_h2h,"[192, 64, 64]","[192,128,128]",331968,12.00,"2,717,908,992","1,359,740,928",4473600,12582912,0.03385567665100098,1.99%,17056512
135,decoder_3.upsample.conv_transp.conv_transposed_l2l,"[ 64, 32, 32]","[ 64, 64, 64]",36928,1.00,"75,497,472","37,814,272",409856,1048576,0.004459381103515625,0.26%,1458432
136,decoder_3.upsample.conv_transp.conv_transposed_h2l,"[192, 32, 32]","[ 64, 64, 64]",110656,1.00,"226,492,416","113,311,744",1229056,1048576,0.0073091983795166016,0.43%,2277632
137,decoder_3.upsample.conv_transp.conv_transposed_l2h,"[ 64, 32, 32]","[192, 64, 64]",110784,3.00,"226,492,416","113,442,816",705280,3145728,0.006647825241088867,0.39%,3851008
138,decoder_3.upsample.batch_norm.batch_norm_h2h,"[192,128,128]","[192,128,128]",384,12.00,"12,582,912","6,291,456",12584448,12582912,0.009395122528076172,0.55%,25167360
139,decoder_3.upsample.batch_norm.batch_norm_l2l,"[ 64, 64, 64]","[ 64, 64, 64]",128,1.00,"1,048,576","524,288",1049088,1048576,0.00035452842712402344,0.02%,2097664
140,decoder_3.upsample.act_fn.relu_h2h,"[192,128,128]","[192,128,128]",0,12.00,"3,145,728","3,145,728",12582912,12582912,0.0010616779327392578,0.06%,25165824
141,decoder_3.upsample.act_fn.relu_l2l,"[ 64, 64, 64]","[ 64, 64, 64]",0,1.00,"262,144","262,144",1048576,1048576,0.00010251998901367188,0.01%,2097152
142,decoder_3.oct_concat.concat,"[ 64, 64, 64]","[128, 64, 64]",0,2.00,0,0,0,0,0.0006566047668457031,0.04%,0
143,decoder_3.double_conv.conv_block_1.conv.conv_h2h,"[384,128,128]","[ 96,128,128]",331872,6.00,"10,871,635,968","5,437,390,848",26493312,6291456,0.025684595108032227,1.51%,32784768
