,module name,input shape,output shape,params,memory(MB),MAdd,FLOPs,MemRead(B),MemWrite(B),duration(s),duration[%],MemR+W(B)
144,decoder_3.double_conv.conv_block_1.conv.conv_l2l,"[128, 64, 64]","[ 32, 64, 64]",36896,0.50,"301,989,888","151,126,016",2244736,524288,0.0019903182983398438,0.12%,2769024
145,decoder_3.double_conv.conv_block_1.conv.downsample_h2l,"[384,128,128]","[384, 64, 64]",0,6.00,"6,291,456","6,291,456",25165824,6291456,0.0012967586517333984,0.08%,31457280
146,decoder_3.double_conv.conv_block_1.conv.conv_h2l,"[384, 64, 64]","[ 32, 64, 64]",110624,0.50,"905,969,664","453,115,904",6733952,524288,0.004744768142700195,0.28%,7258240
147,decoder_3.double_conv.conv_block_1.conv.conv_l2h,"[128, 64, 64]","[ 96, 64, 64]",110688,1.50,"905,969,664","453,378,048",2539904,1572864,0.0033423900604248047,0.20%,4112768
148,decoder_3.double_conv.conv_block_1.conv.upsample_l2h,"[ 96, 64, 64]","[ 96,128,128]",0,6.00,0,"16,384",0,0,0.009148120880126953,0.54%,0
149,decoder_3.double_conv.conv_block_1.batch_norm.batch_norm_h2h,"[ 96,128,128]","[ 96,128,128]",192,6.00,"6,291,456","3,145,728",6292224,6291456,0.004724264144897461,0.28%,12583680
150,decoder_3.double_conv.conv_block_1.batch_norm.batch_norm_l2l,"[ 32, 64, 64]","[ 32, 64, 64]",64,0.50,"524,288","262,144",524544,524288,0.0008118152618408203,0.05%,1048832
151,decoder_3.double_conv.conv_block_1.act_fn.relu_h2h,"[ 96,128,128]","[ 96,128,128]",0,6.00,"1,572,864","1,572,864",6291456,6291456,0.0005710124969482422,0.03%,12582912
152,decoder_3.double_conv.conv_block_1.act_fn.relu_l2l,"[ 32, 64, 64]","[ 32, 64, 64]",0,0.50,"131,072","131,072",524288,524288,5.817413330078125e-05,0.00%,1048576
153,decoder_3.double_conv.conv_block_2.conv.conv_h2h,"[ 96,128,128]","[ 96,128,128]",83040,6.00,"2,717,908,992","1,360,527,360",6623616,6291456,0.00887918472290039,0.52%,12915072
154,decoder_3.double_conv.conv_block_2.conv.conv_l2l,"[ 32, 64, 64]","[ 32, 64, 64]",9248,0.50,"75,497,472","37,879,808",561280,524288,0.0014889240264892578,0.09%,1085568
155,decoder_3.double_conv.conv_block_2.conv.downsample_h2l,"[ 96,128,128]","[ 96, 64, 64]",0,1.50,"1,572,864","1,572,864",6291456,1572864,0.0003619194030761719,0.02%,7864320
156,decoder_3.double_conv.conv_block_2.conv.conv_h2l,"[ 96, 64, 64]","[ 32, 64, 64]",27680,0.50,"226,492,416","113,377,280",1683584,524288,0.002560138702392578,0.15%,2207872
157,decoder_3.double_conv.conv_block_2.conv.conv_l2h,"[ 32, 64, 64]","[ 96, 64, 64]",27744,1.50,"226,492,416","113,639,424",635264,1572864,0.0018308162689208984,0.11%,2208128
158,decoder_3.double_conv.conv_block_2.conv.upsample_l2h,"[ 96, 64, 64]","[ 96,128,128]",0,6.00,0,"16,384",0,0,0.00997471809387207,0.59%,0
159,decoder_3.double_conv.conv_block_2.batch_norm.batch_norm_h2h,"[ 96,128,128]","[ 96,128,128]",192,6.00,"6,291,456","3,145,728",6292224,6291456,0.0046825408935546875,0.28%,12583680
160,decoder_3.double_conv.conv_block_2.batch_norm.batch_norm_l2l,"[ 32, 64, 64]","[ 32, 64, 64]",64,0.50,"524,288","262,144",524544,524288,0.00020885467529296875,0.01%,1048832
161,decoder_3.double_conv.conv_block_2.act_fn.relu_h2h,"[ 96,128,128]","[ 96,128,128]",0,6.00,"1,572,864","1,572,864",6291456,6291456,0.000576019287109375,0.03%,12582912
162,decoder_3.double_conv.conv_block_2.act_fn.relu_l2l,"[ 32, 64, 64]","[ 32, 64, 64]",0,0.50,"131,072","131,072",524288,524288,5.078315734863281e-05,0.00%,1048576
163,decoder_2.upsample.conv_transp.conv_transposed_h2h,"[ 96,128,128]","[ 96,256,256]",83040,24.00,"2,717,908,992","1,360,527,360",6623616,25165824,0.06341314315795898,3.73%,31789440
164,decoder_2.upsample.conv_transp.conv_transposed_l2l,"[ 32, 64, 64]","[ 32,128,128]",9248,2.00,"75,497,472","37,879,808",561280,2097152,0.0032761096954345703,0.19%,2658432
165,decoder_2.upsample.conv_transp.conv_transposed_h2l,"[ 96, 64, 64]","[ 32,128,128]",27680,2.00,"226,492,416","113,377,280",1683584,2097152,0.00487518310546875,0.29%,3780736
166,decoder_2.upsample.conv_transp.conv_transposed_l2h,"[ 32, 64, 64]","[ 96,128,128]",27744,6.00,"226,492,416","113,639,424",635264,6291456,0.012384653091430664,0.73%,6926720
167,decoder_2.upsample.batch_norm.batch_norm_h2h,"[ 96,256,256]","[ 96,256,256]",192,24.00,"25,165,824","12,582,912",25166592,25165824,0.01855301856994629,1.09%,50332416
168,decoder_2.upsample.batch_norm.batch_norm_l2l,"[ 32,128,128]","[ 32,128,128]",64,2.00,"2,097,152","1,048,576",2097408,2097152,0.0006496906280517578,0.04%,4194560
169,decoder_2.upsample.act_fn.relu_h2h,"[ 96,256,256]","[ 96,256,256]",0,24.00,"6,291,456","6,291,456",25165824,25165824,0.002010345458984375,0.12%,50331648
170,decoder_2.upsample.act_fn.relu_l2l,"[ 32,128,128]","[ 32,128,128]",0,2.00,"524,288","524,288",2097152,2097152,0.00019431114196777344,0.01%,4194304
171,decoder_2.oct_concat.concat,"[ 32,128,128]","[ 64,128,128]",0,4.00,0,0,0,0,0.0011136531829833984,0.07%,0
172,decoder_2.double_conv.conv_block_1.conv.conv_h2h,"[192,256,256]","[ 48,256,256]",82992,12.00,"10,871,635,968","5,438,963,712",50663616,12582912,0.027488231658935547,1.62%,63246528
173,decoder_2.double_conv.conv_block_1.conv.conv_l2l,"[ 64,128,128]","[ 16,128,128]",9232,1.00,"301,989,888","151,257,088",4231232,1048576,0.006720542907714844,0.40%,5279808
174,decoder_2.double_conv.conv_block_1.conv.downsample_h2l,"[192,256,256]","[192,128,128]",0,12.00,"12,582,912","12,582,912",50331648,12582912,0.002761363983154297,0.16%,62914560
175,decoder_2.double_conv.conv_block_1.conv.conv_h2l,"[192,128,128]","[ 16,128,128]",27664,1.00,"905,969,664","453,246,976",12693568,1048576,0.005310535430908203,0.31%,13742144
176,decoder_2.double_conv.conv_block_1.conv.conv_l2h,"[ 64,128,128]","[ 48,128,128]",27696,3.00,"905,969,664","453,771,264",4305088,3145728,0.007480621337890625,0.44%,7450816
177,decoder_2.double_conv.conv_block_1.conv.upsample_l2h,"[ 48,128,128]","[ 48,256,256]",0,12.00,0,"65,536",0,0,0.01611328125,0.95%,0
178,decoder_2.double_conv.conv_block_1.batch_norm.batch_norm_h2h,"[ 48,256,256]","[ 48,256,256]",96,12.00,"12,582,912","6,291,456",12583296,12582912,0.00954580307006836,0.56%,25166208
179,decoder_2.double_conv.conv_block_1.batch_norm.batch_norm_l2l,"[ 16,128,128]","[ 16,128,128]",32,1.00,"1,048,576","524,288",1048704,1048576,0.00035381317138671875,0.02%,2097280
180,decoder_2.double_conv.conv_block_1.act_fn.relu_h2h,"[ 48,256,256]","[ 48,256,256]",0,12.00,"3,145,728","3,145,728",12582912,12582912,0.0010492801666259766,0.06%,25165824
181,decoder_2.double_conv.conv_block_1.act_fn.relu_l2l,"[ 16,128,128]","[ 16,128,128]",0,1.00,"262,144","262,144",1048576,1048576,0.0018765926361083984,0.11%,2097152
182,decoder_2.double_conv.conv_block_2.conv.conv_h2h,"[ 48,256,256]","[ 48,256,256]",20784,12.00,"2,717,908,992","1,362,100,224",12666048,12582912,0.00963735580444336,0.57%,25248960
183,decoder_2.double_conv.conv_block_2.conv.conv_l2l,"[ 16,128,128]","[ 16,128,128]",2320,1.00,"75,497,472","38,010,880",1057856,1048576,0.0017442703247070312,0.10%,2106432
184,decoder_2.double_conv.conv_block_2.conv.downsample_h2l,"[ 48,256,256]","[ 48,128,128]",0,3.00,"3,145,728","3,145,728",12582912,3145728,0.0008420944213867188,0.05%,15728640
185,decoder_2.double_conv.conv_block_2.conv.conv_h2l,"[ 48,128,128]","[ 16,128,128]",6928,1.00,"226,492,416","113,508,352",3173440,1048576,0.004421234130859375,0.26%,4222016
186,decoder_2.double_conv.conv_block_2.conv.conv_l2h,"[ 16,128,128]","[ 48,128,128]",6960,3.00,"226,492,416","114,032,640",1076416,3145728,0.0021407604217529297,0.13%,4222144
187,decoder_2.double_conv.conv_block_2.conv.upsample_l2h,"[ 48,128,128]","[ 48,256,256]",0,12.00,0,"65,536",0,0,0.016296863555908203,0.96%,0
188,decoder_2.double_conv.conv_block_2.batch_norm.batch_norm_h2h,"[ 48,256,256]","[ 48,256,256]",96,12.00,"12,582,912","6,291,456",12583296,12582912,0.009264469146728516,0.54%,25166208
189,decoder_2.double_conv.conv_block_2.batch_norm.batch_norm_l2l,"[ 16,128,128]","[ 16,128,128]",32,1.00,"1,048,576","524,288",1048704,1048576,0.00035834312438964844,0.02%,2097280
190,decoder_2.double_conv.conv_block_2.act_fn.relu_h2h,"[ 48,256,256]","[ 48,256,256]",0,12.00,"3,145,728","3,145,728",12582912,12582912,0.0010561943054199219,0.06%,25165824
191,decoder_2.double_conv.conv_block_2.act_fn.relu_l2l,"[ 16,128,128]","[ 16,128,128]",0,1.00,"262,144","262,144",1048576,1048576,8.153915405273438e-05,0.00%,2097152
192,decoder_1.upsample.conv_transp.conv_transposed_h2h,"[ 48,256,256]","[ 48,512,512]",20784,48.00,"2,717,908,992","1,362,100,224",12666048,50331648,0.1262669563293457,7.42%,62997696
193,decoder_1.upsample.conv_transp.conv_transposed_l2l,"[ 16,128,128]","[ 16,256,256]",2320,4.00,"75,497,472","38,010,880",1057856,4194304,0.012982368469238281,0.76%,5252160
194,decoder_1.upsample.conv_transp.conv_transposed_h2l,"[ 48,128,128]","[ 16,256,256]",6928,4.00,"226,492,416","113,508,352",3173440,4194304,0.01804351806640625,1.06%,7367744
195,decoder_1.upsample.conv_transp.conv_transposed_l2h,"[ 16,128,128]","[ 48,256,256]",6960,12.00,"226,492,416","114,032,640",1076416,12582912,0.02398848533630371,1.41%,13659328
196,decoder_1.upsample.batch_norm.batch_norm_h2h,"[ 48,512,512]","[ 48,512,512]",96,48.00,"50,331,648","25,165,824",50332032,50331648,0.035431861877441406,2.08%,100663680
197,decoder_1.upsample.batch_norm.batch_norm_l2l,"[ 16,256,256]","[ 16,256,256]",32,4.00,"4,194,304","2,097,152",4194432,4194304,0.0012843608856201172,0.08%,8388736
198,decoder_1.upsample.act_fn.relu_h2h,"[ 48,512,512]","[ 48,512,512]",0,48.00,"12,582,912","12,582,912",50331648,50331648,0.0038874149322509766,0.23%,100663296
199,decoder_1.upsample.act_fn.relu_l2l,"[ 16,256,256]","[ 16,256,256]",0,4.00,"1,048,576","1,048,576",4194304,4194304,0.00026917457580566406,0.02%,8388608
200,decoder_1.oct_concat.concat,"[ 16,256,256]","[ 32,256,256]",0,8.00,0,0,0,0,0.0019502639770507812,0.11%,0
201,decoder_1.double_conv.conv_block_1.conv.conv_h2h,"[ 96,512,512]","[ 48,512,512]",41520,48.00,"21,743,271,936","10,884,218,880",100829376,50331648,0.06960225105285645,4.09%,151161024
202,decoder_1.double_conv.conv_block_1.conv.conv_l2l,"[ 32,256,256]","[ 16,256,256]",4624,4.00,"603,979,776","303,038,464",8407104,4194304,0.0032165050506591797,0.19%,12601408
203,decoder_1.double_conv.conv_block_1.conv.downsample_h2l,"[ 96,512,512]","[ 96,256,256]",0,24.00,"25,165,824","25,165,824",100663296,25165824,0.006012439727783203,0.35%,125829120
204,decoder_1.double_conv.conv_block_1.conv.conv_h2l,"[ 96,256,256]","[ 16,256,256]",13840,4.00,"1,811,939,328","907,018,240",25221184,4194304,0.006921529769897461,0.41%,29415488
205,decoder_1.double_conv.conv_block_1.conv.conv_l2h,"[ 32,256,256]","[ 48,256,256]",13872,12.00,"1,811,939,328","909,115,392",8444096,12582912,0.007382869720458984,0.43%,21027008
206,decoder_1.double_conv.conv_block_1.conv.upsample_l2h,"[ 48,256,256]","[ 48,512,512]",0,48.00,0,"262,144",0,0,0.06507086753845215,3.83%,0
207,decoder_1.double_conv.conv_block_1.batch_norm.batch_norm_h2h,"[ 48,512,512]","[ 48,512,512]",96,48.00,"50,331,648","25,165,824",50332032,50331648,0.03497195243835449,2.06%,100663680
208,decoder_1.double_conv.conv_block_1.batch_norm.batch_norm_l2l,"[ 16,256,256]","[ 16,256,256]",32,4.00,"4,194,304","2,097,152",4194432,4194304,0.0013439655303955078,0.08%,8388736
209,decoder_1.double_conv.conv_block_1.act_fn.relu_h2h,"[ 48,512,512]","[ 48,512,512]",0,48.00,"12,582,912","12,582,912",50331648,50331648,0.003922700881958008,0.23%,100663296
210,decoder_1.double_conv.conv_block_1.act_fn.relu_l2l,"[ 16,256,256]","[ 16,256,256]",0,4.00,"1,048,576","1,048,576",4194304,4194304,0.0002884864807128906,0.02%,8388608
211,decoder_1.double_conv.conv_block_2.conv.conv_h2h,"[ 48,512,512]","[ 48,512,512]",20784,48.00,"10,871,635,968","5,448,400,896",50414784,50331648,0.042664289474487305,2.51%,100746432
212,decoder_1.double_conv.conv_block_2.conv.conv_l2l,"[ 16,256,256]","[ 16,256,256]",2320,4.00,"301,989,888","152,043,520",4203584,4194304,0.0018658638000488281,0.11%,8397888
213,decoder_1.double_conv.conv_block_2.conv.downsample_h2l,"[ 48,512,512]","[ 48,256,256]",0,12.00,"12,582,912","12,582,912",50331648,12582912,0.003086090087890625,0.18%,62914560
214,decoder_1.double_conv.conv_block_2.conv.conv_h2l,"[ 48,256,256]","[ 16,256,256]",6928,4.00,"905,969,664","454,033,408",12610624,4194304,0.003204822540283203,0.19%,16804928
215,decoder_1.double_conv.conv_block_2.conv.conv_l2h,"[ 16,256,256]","[ 48,256,256]",6960,12.00,"905,969,664","456,130,560",4222144,12582912,0.0046541690826416016,0.27%,16805056
216,decoder_1.double_conv.conv_block_2.conv.upsample_l2h,"[ 48,256,256]","[ 48,512,512]",0,48.00,0,"262,144",0,0,0.06511068344116211,3.83%,0
217,decoder_1.double_conv.conv_block_2.batch_norm.batch_norm_h2h,"[ 48,512,512]","[ 48,512,512]",96,48.00,"50,331,648","25,165,824",50332032,50331648,0.03496217727661133,2.06%,100663680
218,decoder_1.double_conv.conv_block_2.batch_norm.batch_norm_l2l,"[ 16,256,256]","[ 16,256,256]",32,4.00,"4,194,304","2,097,152",4194432,4194304,0.0011832714080810547,0.07%,8388736
219,decoder_1.double_conv.conv_block_2.act_fn.relu_h2h,"[ 48,512,512]","[ 48,512,512]",0,48.00,"12,582,912","12,582,912",50331648,50331648,0.0038950443267822266,0.23%,100663296
220,decoder_1.double_conv.conv_block_2.act_fn.relu_l2l,"[ 16,256,256]","[ 16,256,256]",0,4.00,"1,048,576","1,048,576",4194304,4194304,0.00023293495178222656,0.01%,8388608
221,decoder_0.conv_block.conv.conv_h2h,"[ 48,512,512]","[  1,512,512]",49,1.00,"25,165,824","12,845,056",50331844,1048576,0.007745981216430664,0.46%,51380420
222,decoder_0.conv_block.conv.conv_l2h,"[ 16,256,256]","[  1,256,256]",17,0.25,"2,097,152","1,114,112",4194372,262144,0.0015704631805419922,0.09%,4456516
223,decoder_0.conv_block.conv.upsample_l2h,"[  1,256,256]","[  1,512,512]",0,1.00,0,"262,144",0,0,0.0028188228607177734,0.17%,0
224,decoder_0.conv_block.batch_norm.batch_norm_h2h,"[  1,512,512]","[  1,512,512]",2,1.00,"1,048,576","524,288",1048584,1048576,0.0004277229309082031,0.03%,2097160
total, ,"[  3,512,512]","[  1,512,512]",16536516,1863.88,"180,021,035,008","90,254,723,072",2118078224,1651376128,1.7008490562438965,100.00%,3769454352
