,sample_index,weighted_binary_cross_entropy,acc,se,sp,f1,prc,auroc,ap
0,0,0.21992087364196777,0.9648475646972656,0.8921072928271488,0.9719563160054605,0.8187985448825091,0.756623178398808,0.9895939788414052,0.9115684995844912
1,1,0.2082839012145996,0.9676361083984375,0.8408854166666667,0.9821179610990207,0.8419817470664929,0.8430809399477807,0.9891503335873791,0.9308882346280087
2,2,0.22212834656238556,0.9612808227539062,0.8115424490266099,0.9777976374517685,0.8063716138878291,0.8012662546915874,0.9825336549784293,0.8988114820990574
3,3,0.2168216109275818,0.9683151245117188,0.8243006993006993,0.9828447841424491,0.8266405075972616,0.8289936369725385,0.9822315834922398,0.9086006988173866
4,4,0.22199681401252747,0.9650840759277344,0.7997241491217395,0.9822478978327782,0.8115930096128116,0.8238194734642708,0.98015827344187,0.8973778776970238
5,5,0.2243654727935791,0.9625205993652344,0.7824451410658307,0.9819418148623977,0.802556218725508,0.82372839404315,0.9760311900328997,0.8912805762469256
6,6,0.22010062634944916,0.9673118591308594,0.8022114548391105,0.984062824321315,0.8188793303882818,0.8362545328958729,0.9820687489132982,0.904269317752129
7,7,0.22551329433918,0.9657669067382812,0.8186966331902845,0.9796444032545577,0.8048451635351427,0.7914545998887986,0.9793700384996673,0.8908175921217497
8,8,0.22626154124736786,0.9667549133300781,0.8424074161215943,0.9777245499038992,0.8042408859138794,0.7693828433900636,0.9781617591367721,0.8897658694327135
9,9,0.22504273056983948,0.9652175903320312,0.8469330855018588,0.9757962630494049,0.7999122229536976,0.7578378378378379,0.9838197094192338,0.8950152036737763
10,10,0.22484852373600006,0.9622001647949219,0.8280475294922209,0.9753463903362541,0.796341588737026,0.7669741478284968,0.9813549873496196,0.8910594660575177
11,11,0.21855920553207397,0.9676704406738281,0.8697923584362687,0.9768990261190448,0.8225762555739318,0.7802223987291501,0.9879837668567656,0.9122004579806502
12,12,0.2192380428314209,0.9641532897949219,0.8136199323667742,0.9805343947347271,0.8166832484734984,0.8197697188062975,0.9834908113090379,0.9050293841481108
13,13,0.2204979807138443,0.9682235717773438,0.8777288484962054,0.976245649880813,0.8181302126544693,0.766110565914295,0.9884164672047564,0.9110878674114333
14,14,0.23104113340377808,0.96722412109375,0.8965720091983529,0.9726509067756578,0.796021081620056,0.7157494770097768,0.9873783913313996,0.8959787448442363
15,15,0.21851563453674316,0.9679183959960938,0.8508894240926184,0.9795326174012589,0.8272604034013885,0.8049082697150166,0.9885186585174495,0.9129522472897151
16,16,0.22553399205207825,0.9660987854003906,0.8414858734222701,0.9776639250294938,0.8082838960198468,0.777602523659306,0.9858702610319329,0.8962609101545005
17,17,0.22509653866291046,0.9662208557128906,0.8937013583409871,0.9724340151662615,0.8067901638628876,0.7352847597836462,0.9899884011677879,0.9069509110391256
18,18,0.20965006947517395,0.969970703125,0.9194080454503802,0.9745628708627735,0.8360204974378203,0.7665011459129106,0.9918249589072115,0.9383712601990527
19,19,0.23226140439510345,0.9638900756835938,0.9134640252418145,0.967905078435491,0.7886393069262716,0.6938278395474011,0.9897779871063919,0.8976781865691421
